,train_len,test_len,rec_len,hit,precision,recall,f1_score
302,26,6,10,1,91.6,152.66666666666666,114.49999999999999
303,41,12,10,3,91.7,76.41666666666667,83.36363636363636
304,149,67,10,3,92.0,13.73134328358209,23.896103896103895
305,520,157,10,6,92.3,5.8789808917197455,11.053892215568862
306,90,22,10,0,92.9,42.22727272727273,58.06250000000001
307,716,259,10,10,92.9,3.586872586872587,6.907063197026022
308,90,25,10,5,93.9,37.56,53.65714285714286
309,74,29,10,3,94.4,32.55172413793103,48.4102564102564
310,48,16,10,1,94.7,59.1875,72.84615384615385
311,17,11,10,0,94.8,86.18181818181819,90.28571428571428
312,178,45,10,1,94.8,21.066666666666666,34.472727272727276
313,248,92,10,5,94.9,10.315217391304348,18.607843137254903
314,104,24,10,3,95.4,39.75,56.11764705882353
315,28,5,10,0,95.7,191.4,127.59999999999998
316,39,14,10,1,95.7,68.35714285714286,79.75
317,141,48,10,6,95.8,19.958333333333332,33.03448275862069
318,688,191,10,4,96.4,5.047120418848167,9.592039800995025
319,26,9,10,3,96.8,107.55555555555556,101.89473684210526
320,13,7,10,0,97.1,138.71428571428572,114.23529411764706
321,41,15,10,7,97.1,64.73333333333333,77.68
322,85,22,10,4,97.8,44.45454545454545,61.12499999999999
323,66,32,10,5,98.2,30.6875,46.76190476190477
324,15,6,10,0,98.7,164.5,123.375
325,209,61,10,0,98.7,16.18032786885246,27.802816901408452
326,105,47,10,6,98.7,21.0,34.631578947368425
327,37,11,10,1,99.3,90.27272727272727,94.57142857142857
328,185,70,10,5,99.4,14.2,24.849999999999998
329,18,5,10,0,99.9,199.8,133.20000000000002
330,200,47,10,7,99.9,21.25531914893617,35.05263157894737
331,129,39,10,4,100.6,25.794871794871796,41.06122448979592
332,201,66,10,7,101.0,15.303030303030303,26.57894736842105
333,16,9,10,1,101.7,113.0,107.05263157894738
334,116,38,10,3,101.8,26.789473684210527,42.416666666666664
335,22,6,10,2,102.1,170.16666666666666,127.625
336,48,8,10,2,102.3,127.875,113.66666666666666
337,61,16,10,7,102.5,64.0625,78.84615384615384
338,27,12,10,3,103.2,86.0,93.81818181818183
339,264,107,10,5,103.5,9.672897196261681,17.69230769230769
340,24,4,10,3,104.0,260.0,148.57142857142858
341,45,7,10,0,104.3,149.0,122.70588235294116
342,44,22,10,4,104.3,47.40909090909091,65.18750000000001
343,42,17,10,3,104.7,61.588235294117645,77.55555555555556
344,49,20,10,1,105.0,52.5,70.0
345,49,13,10,2,105.1,80.84615384615384,91.39130434782608
346,124,40,10,2,105.3,26.325,42.12
347,35,10,10,3,105.5,105.5,105.5
348,44,11,10,2,105.8,96.18181818181819,100.76190476190476
349,23,14,10,4,106.0,75.71428571428571,88.33333333333333
350,28,12,10,4,106.4,88.66666666666667,96.72727272727275
351,106,35,10,2,106.8,30.514285714285716,47.46666666666667
352,215,79,10,6,107.0,13.544303797468354,24.04494382022472
353,66,24,10,8,107.6,44.833333333333336,63.29411764705882
354,172,54,10,4,108.4,20.074074074074073,33.875
355,22,4,10,0,108.8,272.0,155.42857142857142
356,218,71,10,2,108.8,15.32394366197183,26.864197530864196
357,305,78,10,4,109.0,13.974358974358974,24.77272727272727
358,33,8,10,0,109.4,136.75,121.55555555555556
359,56,18,10,1,109.4,60.77777777777778,78.14285714285715
360,19,6,10,1,109.5,182.5,136.875
361,73,24,10,0,109.6,45.666666666666664,64.47058823529412
362,87,22,10,4,109.6,49.81818181818182,68.5
363,25,5,10,0,110.0,220.0,146.66666666666666
364,16,5,10,3,110.0,220.0,146.66666666666666
365,221,56,10,5,110.3,19.696428571428573,33.42424242424243
366,23,8,10,1,110.8,138.5,123.1111111111111
367,138,47,10,6,110.9,23.595744680851062,38.91228070175438
368,345,124,10,7,111.5,8.991935483870968,16.64179104477612
369,100,29,10,2,112.2,38.689655172413794,57.53846153846153
370,67,26,10,4,112.4,43.23076923076923,62.44444444444445
371,32,9,10,0,112.8,125.33333333333333,118.73684210526315
372,171,65,10,7,112.8,17.353846153846153,30.079999999999995
373,72,28,10,4,113.5,40.535714285714285,59.736842105263165
374,25,8,10,5,113.9,142.375,126.55555555555557
375,27,6,10,1,114.4,190.66666666666666,143.0
376,93,40,10,4,114.5,28.625,45.8
377,104,27,10,0,114.9,42.55555555555556,62.10810810810811
378,40,8,10,2,114.9,143.625,127.66666666666669
379,25,11,10,7,115.1,104.63636363636364,109.6190476190476
380,897,321,10,7,115.8,3.607476635514019,6.996978851963746
381,374,100,10,8,116.5,11.65,21.181818181818183
382,219,72,10,2,117.3,16.291666666666668,28.609756097560975
383,27,7,10,0,117.5,167.85714285714286,138.23529411764704
384,53,17,10,0,117.5,69.11764705882354,87.03703703703705
385,155,46,10,3,117.5,25.543478260869566,41.964285714285715
386,47,21,10,3,117.8,56.095238095238095,76.0
387,761,266,10,4,118.1,4.43984962406015,8.557971014492754
388,21,8,10,0,118.5,148.125,131.66666666666666
389,29,5,10,4,118.5,237.0,158.0
390,66,15,10,0,118.9,79.26666666666667,95.11999999999999
391,299,87,10,7,118.9,13.666666666666666,24.515463917525775
392,18,7,10,0,119.6,170.85714285714286,140.7058823529412
393,92,31,10,4,119.6,38.58064516129032,58.34146341463414
394,15,8,10,3,120.0,150.0,133.33333333333334
395,44,17,10,5,120.3,70.76470588235294,89.11111111111111
396,20,8,10,1,120.8,151.0,134.2222222222222
397,17,6,10,0,120.9,201.5,151.12500000000003
398,44,2,10,0,120.9,604.5,201.50000000000003
399,23,13,10,7,120.9,93.0,105.1304347826087
400,27,16,10,7,121.6,76.0,93.53846153846155
401,55,17,10,3,122.3,71.94117647058823,90.5925925925926
402,32,16,10,3,122.6,76.625,94.30769230769232
403,27,7,10,0,122.9,175.57142857142858,144.58823529411765
404,47,13,10,5,122.9,94.53846153846153,106.86956521739131
405,85,35,10,2,123.4,35.25714285714286,54.84444444444445
406,16,4,10,0,123.6,309.0,176.57142857142856
407,14,8,10,2,123.6,154.5,137.33333333333331
408,107,34,10,3,123.8,36.411764705882355,56.27272727272727
409,95,31,10,3,124.1,40.03225806451613,60.536585365853654
410,131,36,10,0,124.4,34.55555555555556,54.08695652173913
411,96,31,10,7,124.4,40.12903225806452,60.682926829268304
412,78,24,10,0,125.1,52.125,73.58823529411765
413,40,16,10,2,125.1,78.1875,96.23076923076924
414,2031,667,10,9,125.3,1.87856071964018,3.7016248153618907
415,71,23,10,2,126.2,54.869565217391305,76.4848484848485
416,38,13,10,1,126.4,97.23076923076923,109.91304347826087
417,51,16,10,5,126.5,79.0625,97.3076923076923
418,72,21,10,1,127.0,60.476190476190474,81.93548387096773
419,113,42,10,2,127.1,30.261904761904763,48.88461538461539
420,103,38,10,2,127.3,33.5,53.041666666666664
421,27,10,10,1,127.5,127.5,127.5
422,72,21,10,0,127.6,60.76190476190476,82.3225806451613
423,17,6,10,1,127.6,212.66666666666666,159.49999999999997
424,111,27,10,3,127.7,47.2962962962963,69.02702702702703
425,241,65,10,5,128.0,19.692307692307693,34.13333333333334
426,69,19,10,3,128.5,67.63157894736842,88.62068965517241
427,65,19,10,1,128.8,67.78947368421052,88.82758620689654
428,214,86,10,4,128.9,14.988372093023257,26.854166666666668
429,46,12,10,1,129.3,107.75,117.54545454545455
430,45,13,10,2,129.4,99.53846153846153,112.52173913043478
431,13,7,10,1,129.6,185.14285714285714,152.47058823529412
432,187,73,10,5,129.7,17.767123287671232,31.25301204819277
433,17,5,10,0,130.2,260.4,173.6
434,181,52,10,8,130.2,25.03846153846154,42.0
435,35,7,10,1,131.0,187.14285714285714,154.11764705882354
436,81,25,10,3,131.1,52.44,74.91428571428571
437,88,34,10,3,131.4,38.64705882352941,59.727272727272734
438,460,175,10,7,131.7,7.525714285714286,14.237837837837837
439,17,4,10,2,132.4,331.0,189.14285714285717
440,24,9,10,0,132.6,147.33333333333334,139.57894736842107
441,32,13,10,1,132.6,102.0,115.30434782608695
442,15,5,10,0,132.7,265.4,176.9333333333333
443,28,9,10,4,132.7,147.44444444444446,139.6842105263158
444,34,8,10,0,133.1,166.375,147.88888888888889
445,60,17,10,2,133.1,78.29411764705883,98.5925925925926
446,62,22,10,7,133.3,60.59090909090909,83.3125
447,55,23,10,7,134.0,58.26086956521739,81.21212121212122
448,1414,450,10,8,134.7,2.993333333333333,5.856521739130434
449,29,9,10,1,135.5,150.55555555555554,142.6315789473684
450,36,15,10,0,135.6,90.4,108.48
451,27,7,10,4,135.6,193.71428571428572,159.5294117647059
452,163,39,10,8,136.0,34.87179487179487,55.51020408163266
453,241,70,10,4,136.8,19.542857142857144,34.2
454,29,16,10,1,137.2,85.75,105.53846153846155
455,40,17,10,6,137.3,80.76470588235294,101.70370370370372
456,32,11,10,5,137.9,125.36363636363636,131.33333333333334
457,36,14,10,2,138.4,98.85714285714286,115.33333333333333
458,44,15,10,3,138.6,92.4,110.88
459,20,6,10,1,138.9,231.5,173.62500000000003
460,65,17,10,5,139.0,81.76470588235294,102.96296296296298
461,21,6,10,1,139.5,232.5,174.375
462,352,103,10,3,139.6,13.553398058252426,24.70796460176991
463,23,10,10,1,139.9,139.9,139.9
464,105,33,10,5,140.0,42.42424242424242,65.11627906976743
465,97,18,10,3,140.5,78.05555555555556,100.35714285714288
466,90,23,10,3,140.8,61.21739130434783,85.33333333333334
467,16,6,10,0,141.1,235.16666666666666,176.375
468,24,9,10,6,141.1,156.77777777777777,148.5263157894737
469,360,105,10,8,141.7,13.495238095238095,24.643478260869564
470,63,17,10,10,142.5,83.82352941176471,105.55555555555557
471,18,10,10,1,143.5,143.5,143.5
472,20,9,10,0,143.6,159.55555555555554,151.15789473684208
473,28,9,10,0,143.6,159.55555555555554,151.15789473684208
474,1580,528,10,10,143.6,2.7196969696969697,5.33828996282528
475,112,43,10,4,144.6,33.627906976744185,54.56603773584905
476,51,18,10,4,145.0,80.55555555555556,103.57142857142858
477,459,141,10,6,145.4,10.312056737588652,19.258278145695364
478,17,5,10,0,146.0,292.0,194.66666666666666
479,147,34,10,1,146.0,42.94117647058823,66.36363636363636
480,638,198,10,9,146.1,7.378787878787879,14.048076923076923
481,25,6,10,0,147.0,245.0,183.75
482,100,28,10,2,147.0,52.5,77.36842105263158
483,530,198,10,8,147.2,7.434343434343434,14.153846153846153
484,223,52,10,1,148.0,28.46153846153846,47.74193548387097
485,15,8,10,5,148.1,185.125,164.55555555555554
486,37,19,10,7,148.6,78.21052631578948,102.48275862068967
487,43,13,10,2,149.3,114.84615384615384,129.82608695652172
488,73,38,10,4,149.5,39.3421052631579,62.29166666666667
489,493,155,10,7,149.9,9.670967741935485,18.16969696969697
