,train_len,test_len,rec_len,hit,precision,recall,f1_score
257,14,6,20,0,0,0,error
258,21,4,20,0,0,0,error
259,24,5,20,0,0,0,error
45,306,93,20,10,0.5,0.107526882,0.17699115
124,36,14,20,3,0.15,0.214285714,0.176470588
378,34,14,20,3,0.15,0.214285714,0.176470588
480,650,186,20,18,0.9,0.096774194,0.174757282
82,178,49,20,6,0.3,0.12244898,0.173913043
118,19,3,20,2,0.1,0.666666667,0.173913043
323,72,26,20,4,0.2,0.153846154,0.173913043
399,33,3,20,2,0.1,0.666666667,0.173913043
490,87,26,20,4,0.2,0.153846154,0.173913043
21,323,120,20,12,0.6,0.1,0.171428571
80,117,50,20,6,0.3,0.12,0.171428571
90,39,15,20,3,0.15,0.2,0.171428571
112,50,15,20,3,0.15,0.2,0.171428571
178,62,15,20,3,0.15,0.2,0.171428571
261,38,15,20,3,0.15,0.2,0.171428571
303,38,15,20,3,0.15,0.2,0.171428571
487,41,15,20,3,0.15,0.2,0.171428571
277,18,10,20,0,0,0,error
278,14,6,20,0,0,0,error
282,163,74,20,8,0.4,0.108108108,0.170212766
91,441,134,20,13,0.65,0.097014925,0.168831169
281,15,6,20,0,0,0,error
356,214,75,20,8,0.4,0.106666667,0.168421053
202,316,87,20,9,0.45,0.103448276,0.168224299
1,180,52,20,6,0.3,0.115384615,0.166666667
18,366,136,20,13,0.65,0.095588235,0.166666667
93,81,16,20,3,0.15,0.1875,0.166666667
230,99,40,20,5,0.25,0.125,0.166666667
319,31,4,20,2,0.1,0.5,0.166666667
368,357,112,20,11,0.55,0.098214286,0.166666667
488,83,28,20,4,0.2,0.142857143,0.166666667
381,361,113,20,11,0.55,0.097345133,0.165413534
580,335,101,20,10,0.5,0.099009901,0.165289256
293,14,7,20,0,0,0,error
99,36,17,20,3,0.15,0.176470588,0.162162162
297,55,17,20,3,0.15,0.176470588,0.162162162
275,311,92,20,9,0.45,0.097826087,0.160714286
590,561,167,20,15,0.75,0.089820359,0.160427807
25,21,5,20,2,0.1,0.4,0.16
67,31,5,20,2,0.1,0.4,0.16
119,160,55,20,6,0.3,0.109090909,0.16
351,111,30,20,4,0.2,0.133333333,0.16
160,328,109,20,10,0.5,0.091743119,0.15503876
148,42,6,20,2,0.1,0.333333333,0.153846154
206,19,6,20,2,0.1,0.333333333,0.153846154
462,344,111,20,10,0.5,0.09009009,0.152671756
365,204,73,20,7,0.35,0.095890411,0.150537634
332,207,60,20,6,0.3,0.1,0.15
47,106,34,20,4,0.2,0.117647059,0.148148148
106,26,7,20,2,0.1,0.285714286,0.148148148
167,139,34,20,4,0.2,0.117647059,0.148148148
222,189,61,20,6,0.3,0.098360656,0.148148148
296,20,7,20,2,0.1,0.285714286,0.148148148
423,16,7,20,2,0.1,0.285714286,0.148148148
529,18,7,20,2,0.1,0.285714286,0.148148148
315,24,9,20,0,0,0,error
589,33,7,20,2,0.1,0.285714286,0.148148148
597,327,116,20,10,0.5,0.086206897,0.147058824
579,52,21,20,3,0.15,0.142857143,0.146341463
265,128,35,20,4,0.2,0.114285714,0.145454545
320,15,5,20,0,0,0,error
187,195,63,20,6,0.3,0.095238095,0.144578313
57,371,105,20,9,0.45,0.085714286,0.144
14,40,8,20,2,0.1,0.25,0.142857143
324,14,7,20,0,0,0,error
180,16,8,20,2,0.1,0.25,0.142857143
204,61,22,20,3,0.15,0.136363636,0.142857143
208,18,8,20,2,0.1,0.25,0.142857143
363,22,8,20,2,0.1,0.25,0.142857143
329,16,7,20,0,0,0,error
403,26,8,20,2,0.1,0.25,0.142857143
426,66,22,20,3,0.15,0.136363636,0.142857143
441,37,8,20,2,0.1,0.25,0.142857143
496,21,8,20,2,0.1,0.25,0.142857143
515,18,8,20,2,0.1,0.25,0.142857143
29,58,23,20,3,0.15,0.130434783,0.139534884
191,62,23,20,3,0.15,0.130434783,0.139534884
226,398,109,20,9,0.45,0.082568807,0.139534884
41,165,52,20,5,0.25,0.096153846,0.138888889
209,26,9,20,2,0.1,0.222222222,0.137931034
300,23,9,20,2,0.1,0.222222222,0.137931034
341,40,12,20,0,0,0,error
335,19,9,20,2,0.1,0.222222222,0.137931034
572,117,38,20,4,0.2,0.105263158,0.137931034
585,52,9,20,2,0.1,0.222222222,0.137931034
24,86,24,20,3,0.15,0.125,0.136363636
523,51,24,20,3,0.15,0.125,0.136363636
121,48,10,20,2,0.1,0.2,0.133333333
193,25,10,20,2,0.1,0.2,0.133333333
212,193,55,20,5,0.25,0.090909091,0.133333333
216,109,55,20,5,0.25,0.090909091,0.133333333
312,168,55,20,5,0.25,0.090909091,0.133333333
435,32,10,20,2,0.1,0.2,0.133333333
504,62,25,20,3,0.15,0.12,0.133333333
543,51,25,20,3,0.15,0.12,0.133333333
355,19,7,20,0,0,0,error
517,299,101,20,8,0.4,0.079207921,0.132231405
123,45,11,20,2,0.1,0.181818182,0.129032258
128,22,11,20,2,0.1,0.181818182,0.129032258
129,98,42,20,4,0.2,0.095238095,0.129032258
360,17,8,20,0,0,0,error
152,52,11,20,2,0.1,0.181818182,0.129032258
162,27,11,20,2,0.1,0.181818182,0.129032258
267,46,11,20,2,0.1,0.181818182,0.129032258
338,28,11,20,2,0.1,0.181818182,0.129032258
443,26,11,20,2,0.1,0.181818182,0.129032258
506,31,11,20,2,0.1,0.181818182,0.129032258
608,618,213,20,15,0.75,0.070422535,0.128755365
20,184,58,20,5,0.25,0.086206897,0.128205128
137,114,27,20,3,0.15,0.111111111,0.127659574
122,217,75,20,6,0.3,0.08,0.126315789
328,180,75,20,6,0.3,0.08,0.126315789
232,643,219,20,15,0.75,0.068493151,0.125523013
52,102,28,20,3,0.15,0.107142857,0.125
188,36,12,20,2,0.1,0.166666667,0.125
375,25,8,20,0,0,0,error
203,33,12,20,2,0.1,0.166666667,0.125
560,349,109,20,8,0.4,0.073394495,0.124031008
132,254,93,20,7,0.35,0.075268817,0.123893805
217,455,158,20,11,0.55,0.069620253,0.123595506
346,119,45,20,4,0.2,0.088888889,0.123076923
28,411,159,20,11,0.55,0.06918239,0.122905028
483,520,208,20,14,0.7,0.067307692,0.122807018
383,25,9,20,0,0,0,error
384,55,15,20,0,0,0,error
19,527,176,20,12,0.6,0.068181818,0.12244898
215,69,29,20,3,0.15,0.103448276,0.12244898
489,471,177,20,12,0.6,0.06779661,0.121827411
514,302,95,20,7,0.35,0.073684211,0.12173913
31,37,13,20,2,0.1,0.153846154,0.121212121
199,284,79,20,6,0.3,0.075949367,0.121212121
348,42,13,20,2,0.1,0.153846154,0.121212121
392,22,3,20,0,0,0,error
372,173,63,20,5,0.25,0.079365079,0.120481928
477,453,147,20,10,0.5,0.068027211,0.119760479
525,369,131,20,9,0.45,0.06870229,0.119205298
396,23,5,20,0,0,0,error
438,487,148,20,10,0.5,0.067567568,0.119047619
453,230,81,20,6,0.3,0.074074074,0.118811881
22,88,31,20,3,0.15,0.096774194,0.117647059
69,32,14,20,2,0.1,0.142857143,0.117647059
140,458,150,20,10,0.5,0.066666667,0.117647059
409,95,31,20,3,0.15,0.096774194,0.117647059
564,126,31,20,3,0.15,0.096774194,0.117647059
292,329,117,20,8,0.4,0.068376068,0.116788321
105,534,188,20,12,0.6,0.063829787,0.115384615
406,15,5,20,0,0,0,error
177,680,224,20,14,0.7,0.0625,0.114754098
151,44,15,20,2,0.1,0.133333333,0.114285714
225,60,15,20,2,0.1,0.133333333,0.114285714
280,146,50,20,4,0.2,0.08,0.114285714
491,49,15,20,2,0.1,0.133333333,0.114285714
380,919,299,20,18,0.9,0.060200669,0.112852665
413,46,10,20,0,0,0,error
331,117,51,20,4,0.2,0.078431373,0.112676056
274,1009,337,20,20,1,0.059347181,0.112044818
249,779,267,20,16,0.8,0.059925094,0.111498258
